name,iauname,type,RA,DEC,RAJ2000,DEJ2000,dalp,ddel,coor,nobs,stot,stotunres,ctot,ctotunres,xtot,xtotunres,utot,utotunres,ktot,ktotunres,ctype,catname,flag
0115-793,J0116-7905,C,01:16:23.480057,-79:05:54.74802,19.0978335708,-79.0985411167,1.04,0.34,0.146,105,-1.0,-1.0,-1.0,-1.0,0.093,0.077,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0113+288,J0116+2904,C,01:16:37.120423,+29:04:11.57160,19.1546684292,29.069881,0.83,1.19,0.385,45,-1.0,-1.0,0.059,0.03,0.026,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0114+139,J0117+1413,C,01:17:02.880325,+14:13:17.37768,19.2620013542,14.2214938,0.75,1.45,-0.243,38,-1.0,-1.0,0.017,0.009,0.017,0.013,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0114+140,J0117+1418,C,01:17:25.203114,+14:18:12.42054,19.355012975,14.30345015,0.14,0.2,-0.03,764,0.217,0.155,-1.0,-1.0,0.199,0.151,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0114-046,J0117-0425,C,01:17:27.857701,-04:25:10.47341,19.3660737542,-4.4195759472,0.46,1.11,0.188,28,-1.0,-1.0,0.118,0.044,0.098,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0114+233,J0117+2334,C,01:17:29.663781,+23:34:31.56069,19.3735990875,23.575433525,0.76,1.29,0.303,45,-1.0,-1.0,0.056,0.021,0.025,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115+357,J0117+3558,C,01:17:53.084145,+35:58:50.59532,19.4711839375,35.9807209222,0.4,0.45,-0.444,117,-1.0,-1.0,0.042,0.038,0.046,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115-179,J0117-1738,N,01:17:53.359675,-17:38:56.72328,19.4723319792,-17.6490898,4.25,12.55,0.776,15,-1.0,-1.0,0.049,0.013,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115+453,J0117+4536,C,01:17:59.551633,+45:36:22.43060,19.4981318042,45.6062307222,1.17,2.21,0.165,40,-1.0,-1.0,0.008,0.01,0.013,0.012,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115+406,J0118+4056,C,01:18:01.789935,+40:56:48.73330,19.5074580625,40.9468703611,1.01,2.0,-0.508,27,-1.0,-1.0,0.021,0.015,0.018,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115-141,J0118-1355,U,01:18:06.303993,-13:55:47.69870,19.5262666375,-13.9299163056,22.25,18.32,0.15,7,-1.0,-1.0,0.046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115+379,J0118+3810,C,01:18:10.110938,+38:10:54.92532,19.5421289083,38.1819237,0.74,1.28,-0.03,28,-1.0,-1.0,0.115,0.047,0.061,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0115+490,J0118+4918,C,01:18:14.126550,+49:18:32.25424,19.558860625,49.3089595111,1.69,1.38,0.513,57,-1.0,-1.0,0.055,0.025,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116-457,J0118-4526,C,01:18:39.402026,-45:26:58.54808,19.6641751083,-45.4495966889,2.13,1.28,-0.015,33,-1.0,-1.0,-1.0,-1.0,0.108,0.086,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116-075,J0118-0718,U,01:18:57.487052,-07:18:55.89036,19.7395293833,-7.3155251,4.87,8.42,0.61,10,-1.0,-1.0,0.069,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116+470,J0118+4717,C,01:18:58.505067,+47:17:26.06487,19.7437711125,47.290573575,1.28,1.08,0.379,58,-1.0,-1.0,0.096,0.01,0.049,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116-152,J0119-1458,C,01:19:04.619723,-14:58:58.64588,19.7692488458,-14.9829571889,1.26,3.26,-0.098,31,-1.0,-1.0,-1.0,-1.0,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116-199,J0119-1940,C,01:19:08.647582,-19:40:13.87152,19.7860315917,-19.6705198667,0.83,2.09,-0.157,36,-1.0,-1.0,0.026,0.015,0.023,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0116+319,J0119+3210,C,01:19:35.001108,+32:10:50.06108,19.89583795,32.1805725222,0.3,0.37,-0.195,474,0.628,0.03,0.665,-1.0,0.139,0.06,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0117-171,J0119-1654,C,01:19:43.645921,-16:54:08.97278,19.9318580042,-16.9024924389,0.14,0.32,-0.166,634,0.121,0.087,-1.0,-1.0,0.1,0.052,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0117-083,J0119-0807,C,01:19:47.753403,-08:07:27.62779,19.9489725125,-8.1243410528,0.64,1.72,-0.144,28,-1.0,-1.0,0.024,0.017,0.022,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118-033,J0120-0308,C,01:20:44.760199,-03:08:05.56954,20.1865008292,-3.1348804278,0.58,1.56,-0.221,35,-1.0,-1.0,0.154,0.016,0.106,0.01,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118-283,J0121-2806,C,01:21:00.741991,-28:06:22.17838,20.2530916292,-28.1061606611,0.19,0.39,-0.357,323,0.173,0.122,-1.0,-1.0,0.141,0.064,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118-100,J0121-0944,U,01:21:02.105090,-09:44:28.81338,20.2587712083,-9.74133705,21.45,12.92,0.37,6,-1.0,-1.0,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118+017,J0121+0203,C,01:21:02.224082,+02:03:25.92314,20.2592670083,2.0572008722,1.03,2.58,-0.527,56,-1.0,-1.0,0.042,0.012,0.027,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118-128,J0121-1234,C,01:21:02.734503,-12:34:43.65065,20.2613937625,-12.5787918472,1.01,2.37,0.562,32,-1.0,-1.0,0.028,0.018,0.025,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118-187,J0121-1827,N,01:21:14.534360,-18:27:22.25754,20.3105598333,-18.45618265,7.36,11.4,0.074,12,-1.0,-1.0,0.054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118+035,J0121+0347,N,01:21:26.147789,+03:47:06.74387,20.3589491208,3.7852066306,1.31,5.21,-0.44,154,0.065,0.056,-1.0,-1.0,0.023,0.013,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119-303,J0121-3005,N,01:21:27.017556,-30:05:50.51361,20.36257315,-30.0973648917,4.43,8.1,0.031,22,-1.0,-1.0,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0118+111,J0121+1127,C,01:21:28.999193,+11:27:00.50314,20.3708299708,11.4501397611,0.12,0.19,-0.282,1818,0.124,0.114,-1.0,-1.0,0.14,0.107,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119+097,J0121+0957,C,01:21:42.744871,+09:57:59.86330,20.4281036292,9.9666286944,0.32,0.57,-0.421,226,-1.0,-1.0,0.053,0.016,0.039,0.008,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119-395,J0121-3915,N,01:21:52.700572,-39:15:44.27887,20.4695857167,-39.2622996861,3.49,8.85,0.761,40,-1.0,-1.0,0.02,0.022,0.019,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119+029,J0122+0310,C,01:22:01.909334,+03:10:02.41648,20.5079555583,3.1673379111,0.3,0.67,-0.035,45,-1.0,-1.0,0.083,0.074,0.066,0.061,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119+418,J0122+4207,C,01:22:03.547750,+42:07:45.78243,20.5147822917,42.1293840083,0.2,0.18,-0.278,351,-1.0,-1.0,0.106,0.083,0.125,0.097,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119-011,J0122-0056,C,01:22:17.469958,-00:56:15.69688,20.5727914917,-0.9376935778,0.1,0.22,-0.257,887,0.142,0.102,-1.0,-1.0,0.163,0.134,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119+296,J0122+2954,C,01:22:45.430047,+29:54:12.64325,20.6892918625,29.9035120139,0.14,0.15,0.043,738,0.312,0.248,-1.0,-1.0,0.297,0.133,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0119+366,J0122+3653,C,01:22:48.036935,+36:53:23.87923,20.7001538958,36.8899664528,0.73,1.27,-0.459,36,-1.0,-1.0,0.016,0.015,0.022,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120-071,J0122-0655,C,01:22:48.965458,-06:55:37.74681,20.7040227417,-6.9271518917,0.76,2.16,-0.266,27,-1.0,-1.0,0.104,0.022,0.055,0.006,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+313,J0122+3133,C,01:22:51.200471,+31:33:40.25309,20.7133352958,31.5611814139,0.6,0.89,-0.586,45,-1.0,-1.0,0.078,0.064,0.081,0.064,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120-078,J0122-0733,C,01:22:53.877060,-07:33:36.28715,20.72448775,-7.5600797639,0.54,1.29,0.309,36,-1.0,-1.0,0.09,0.045,0.057,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+363,J0122+3639,C,01:22:54.305490,+36:39:15.48616,20.726272875,36.6543017111,0.55,0.5,-0.267,71,-1.0,-1.0,0.024,0.022,0.022,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+304,J0123+3044,C,01:23:02.281444,+30:44:06.91768,20.7595060167,30.7352549111,0.16,0.21,-0.016,524,0.159,0.139,-1.0,-1.0,0.129,0.078,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+358,J0123+3606,C,01:23:20.024428,+36:06:49.62729,20.8334351167,36.1137853583,0.55,1.07,-0.344,35,-1.0,-1.0,0.064,0.05,0.039,0.021,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+463,J0123+4635,C,01:23:21.929100,+46:35:36.17693,20.84137125,46.5933824806,0.75,0.57,0.218,81,-1.0,-1.0,0.047,0.044,0.037,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121-197,J0123-1926,C,01:23:27.192988,-19:26:24.92293,20.8633041167,-19.4402563694,0.84,2.03,-0.202,36,-1.0,-1.0,0.045,0.012,0.029,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0120+378,J0123+3806,C,01:23:28.872822,+38:06:36.76255,20.870303425,38.1102118194,0.63,0.8,0.341,45,-1.0,-1.0,0.09,0.07,0.058,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121-096,J0123-0923,C,01:23:46.384644,-09:23:03.33672,20.94326935,-9.3842602,0.13,0.31,0.022,401,0.16,0.134,-1.0,-1.0,0.148,0.064,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121-293,J0123-2904,N,01:23:51.021160,-29:04:14.29070,20.9625881667,-29.0706363056,2.17,7.91,0.005,17,-1.0,-1.0,0.055,-1.0,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121+166,J0123+1653,N,01:23:58.492804,+16:53:25.19139,20.9937200167,16.8903309417,3.05,5.14,-0.194,13,-1.0,-1.0,0.021,-1.0,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122-345,J0124-3416,C,01:24:21.459354,-34:16:21.45352,21.089413975,-34.2726259778,0.23,0.47,-0.392,411,0.118,0.11,-1.0,-1.0,0.108,0.088,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121-123,J0124-1207,C,01:24:21.707810,-12:07:37.41213,21.0904492083,-12.127058925,0.61,1.58,0.39,36,-1.0,-1.0,0.046,0.035,0.042,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121+047,J0124+0459,C,01:24:26.153212,+04:59:22.46481,21.1089717167,4.9895735583,0.54,0.84,0.097,101,-1.0,-1.0,0.027,0.012,0.025,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0121-009,J0124-0038,C,01:24:29.678892,-00:38:58.15397,21.12366205,-0.6494872139,0.84,1.58,0.089,37,-1.0,-1.0,0.098,0.043,0.038,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122-031,J0124-0252,C,01:24:33.044044,-02:52:21.01154,21.1376835167,-2.8725032056,0.67,1.42,-0.209,44,-1.0,-1.0,0.088,0.035,0.03,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122-066,J0124-0625,C,01:24:50.485972,-06:25:00.93285,21.2103582167,-6.4169257917,0.3,0.74,-0.028,110,-1.0,-1.0,-1.0,-1.0,0.081,0.068,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+015,J0125+0146,C,01:25:05.512107,+01:46:26.92860,21.2729671125,1.7741468333,0.26,0.66,-0.276,71,-1.0,-1.0,0.08,0.053,0.068,0.044,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+470,J0125+4718,C,01:25:07.706789,+47:18:03.08580,21.2821116208,47.3008571667,0.2,0.18,0.032,476,0.168,0.13,-1.0,-1.0,0.138,0.076,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122-375,J0125-3718,C,01:25:14.227374,-37:18:50.34509,21.309280725,-37.3139847472,2.35,4.49,0.502,23,-1.0,-1.0,0.11,0.024,0.074,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122-260,J0125-2549,C,01:25:18.837446,-25:49:04.38907,21.3284893583,-25.8178858528,0.15,0.32,-0.322,486,0.18,0.125,-1.0,-1.0,0.213,0.168,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+273,J0125+2739,C,01:25:19.236996,+27:39:03.17381,21.33015415,27.6508816139,0.65,0.92,0.296,45,-1.0,-1.0,0.097,0.083,0.037,0.035,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0123-306,J0125-3024,C,01:25:33.753238,-30:24:11.53345,21.3906384917,-30.4032037361,0.87,1.98,-0.089,28,-1.0,-1.0,0.06,0.026,0.047,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+235,J0125+2351,C,01:25:34.282327,+23:51:09.36616,21.3928430292,23.8526017111,0.74,1.13,0.315,45,-1.0,-1.0,0.046,0.033,0.031,0.029,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0123-048,J0125-0438,C,01:25:36.496436,-04:38:13.95239,21.4020684833,-4.6372089972,0.14,0.34,-0.333,228,-1.0,-1.0,0.241,0.101,0.212,0.096,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+220,J0125+2217,C,01:25:39.081362,+22:17:56.67879,21.4128390083,22.2990774417,1.2,3.12,0.039,19,-1.0,-1.0,0.031,0.016,0.034,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0122+234,J0125+2340,C,01:25:39.158680,+23:40:41.08083,21.4131611667,23.6780780083,1.16,1.29,0.299,31,-1.0,-1.0,0.08,0.022,0.055,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0123-133,J0125-1304,C,01:25:50.070739,-13:04:27.09967,21.4586280792,-13.0741943528,0.45,1.04,-0.112,51,-1.0,-1.0,0.093,0.09,0.07,0.06,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0123+258,J0125+2606,C,01:25:52.845943,+26:06:36.76660,21.4701914292,26.1102129444,0.74,1.07,-0.364,62,-1.0,-1.0,0.01,0.011,0.009,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0124-155,J0126-1518,C,01:26:33.890728,-15:18:34.11692,21.6412113667,-15.3094769222,0.13,0.3,-0.07,585,0.169,0.13,-1.0,-1.0,0.161,0.08,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0124-223,J0126-2207,C,01:26:52.147418,-22:07:02.76194,21.7172809083,-22.1174338722,0.91,2.66,0.001,36,-1.0,-1.0,0.057,-1.0,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125-484,J0127-4813,C,01:27:14.838994,-48:13:32.09382,21.8118291417,-48.2255816167,0.34,0.46,0.166,92,-1.0,-1.0,-1.0,-1.0,0.594,0.172,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125-365,J0127-3618,N,01:27:24.603066,-36:18:22.43693,21.852512775,-36.3062324806,6.83,19.76,-0.367,20,-1.0,-1.0,0.042,-1.0,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0124+329,J0127+3313,C,01:27:28.072379,+33:13:54.39777,21.8669682458,33.2317771583,0.8,1.29,0.214,36,-1.0,-1.0,0.037,0.03,0.024,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125-201,J0127-1956,N,01:27:30.628160,-19:56:08.99803,21.8776173333,-19.9358327861,3.87,7.1,0.337,13,-1.0,-1.0,0.036,-1.0,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0124+313,J0127+3135,C,01:27:35.265074,+31:35:21.20338,21.8969378083,31.5892231611,0.59,0.82,0.314,45,-1.0,-1.0,0.076,0.066,0.049,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125-255,J0128-2519,C,01:28:01.031208,-25:19:00.67196,22.0042967,-25.3168533222,1.1,3.21,0.149,28,-1.0,-1.0,0.109,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125+331,J0128+3324,C,01:28:11.693639,+33:24:33.44896,22.0487234958,33.4092913778,0.57,1.37,-0.277,45,-1.0,-1.0,0.014,0.014,0.021,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125+162,J0128+1632,C,01:28:31.259781,+16:32:02.56306,22.1302490875,16.5340452944,3.93,3.41,0.202,15,-1.0,-1.0,0.031,-1.0,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0125+443,J0128+4439,C,01:28:41.338936,+44:39:17.98102,22.1722455667,44.6549947278,0.42,0.45,0.016,110,-1.0,-1.0,-1.0,-1.0,0.037,0.028,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+096,J0128+0955,C,01:28:56.482416,+09:55:02.92974,22.2353434,9.9174804833,0.8,1.67,-0.383,45,-1.0,-1.0,0.024,0.015,0.019,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126-288,J0128-2832,N,01:28:58.538187,-28:32:39.61512,22.2439091125,-28.5443375333,5.47,11.07,0.829,15,-1.0,-1.0,0.033,0.022,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126-083,J0129-0807,C,01:29:20.038015,-08:07:41.85213,22.3334917292,-8.1282922583,0.64,1.41,-0.217,45,-1.0,-1.0,0.063,0.046,0.04,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+307,J0129+3102,C,01:29:21.848033,+31:02:58.55188,22.3410334708,31.0495977444,0.66,1.08,0.296,45,-1.0,-1.0,0.106,0.051,0.05,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+274,J0129+2743,C,01:29:27.627172,+27:43:51.35518,22.3651132167,27.7309319944,4.73,3.42,0.621,12,-1.0,-1.0,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+148,J0129+1508,C,01:29:28.704957,+15:08:37.97624,22.3696039875,15.1438822889,0.62,1.29,-0.213,36,-1.0,-1.0,0.018,0.009,0.015,0.008,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+451,J0129+4524,C,01:29:32.872910,+45:24:23.49839,22.3869704583,45.4065273306,1.72,1.64,-0.728,45,-1.0,-1.0,0.015,0.014,0.014,0.012,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0126+476,J0129+4751,C,01:29:58.522850,+47:51:46.78637,22.4938452083,47.8629962139,0.87,0.56,-0.195,81,-1.0,-1.0,0.029,0.02,0.056,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0128-217,J0130-2128,C,01:30:25.742631,-21:28:38.90429,22.6072609625,-21.4774734139,1.19,3.31,-0.532,21,-1.0,-1.0,0.015,0.011,0.013,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0127+084,J0130+0842,C,01:30:27.634433,+08:42:46.17174,22.6151434708,8.7128254833,0.1,0.18,-0.34,2627,0.137,0.122,-1.0,-1.0,0.171,0.142,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0127+184,J0130+1843,C,01:30:30.646476,+18:43:21.86346,22.62769365,18.72273985,0.48,1.38,-0.47,28,-1.0,-1.0,0.088,0.059,0.085,0.062,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0127+224,J0130+2241,C,01:30:39.656559,+22:41:29.88738,22.6652356625,22.6916353833,0.56,1.11,0.083,45,-1.0,-1.0,0.118,0.05,0.059,0.021,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0128-068,J0130-0635,C,01:30:47.437829,-06:35:22.10801,22.6976576208,-6.5894744472,1.07,2.23,-0.31,22,-1.0,-1.0,0.063,0.013,0.029,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0128-259,J0131-2543,C,01:31:01.320070,-25:43:53.83963,22.7555002917,-25.7316221194,0.92,2.64,0.216,36,-1.0,-1.0,0.116,-1.0,0.053,0.059,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0128+040,J0131+0418,C,01:31:07.930194,+04:18:00.91336,22.783042475,4.3002537111,0.83,2.01,0.258,34,-1.0,-1.0,0.021,0.017,0.032,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0128-104,J0131-1009,C,01:31:26.715416,-10:09:31.14247,22.8613142333,-10.1586506861,1.36,3.53,-0.473,28,-1.0,-1.0,0.081,0.045,0.041,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0129-266,J0131-2623,C,01:31:40.285741,-26:23:14.88832,22.9178572542,-26.3874689778,1.78,4.11,0.777,26,-1.0,-1.0,0.062,0.032,0.029,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131-795,J0131-7916,C,01:31:48.822841,-79:16:17.48527,22.9534285042,-79.2715236861,1.11,0.38,0.047,82,-1.0,-1.0,-1.0,-1.0,0.186,0.196,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0129+220,J0132+2216,C,01:32:03.078796,+22:16:50.33521,23.0128283167,22.2806486694,0.14,0.18,-0.261,1417,0.138,0.08,-1.0,-1.0,0.113,0.069,-1.0,-1.0,0.18,0.101,Fus,rfc_2024,-
0129+304,J0132+3044,C,01:32:22.671880,+30:44:07.26798,23.0944661667,30.7353522167,0.9,1.14,0.298,44,-1.0,-1.0,0.099,0.029,0.032,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0129+003,J0132+0035,C,01:32:23.962445,+00:35:41.23223,23.0998435208,0.5947867306,0.38,1.02,-0.117,45,-1.0,-1.0,0.037,0.03,0.036,0.025,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130-099,J0132-0944,C,01:32:36.065726,-09:44:19.76367,23.1502738583,-9.7388232417,0.49,1.32,-0.285,28,-1.0,-1.0,0.081,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130-083,J0132-0804,C,01:32:41.126035,-08:04:04.83632,23.1713584792,-8.0680100889,0.15,0.33,-0.355,465,0.195,0.086,-1.0,-1.0,0.117,0.043,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0129+431,J0132+4325,C,01:32:44.126814,+43:25:32.66082,23.183861725,43.4257391167,0.16,0.15,-0.112,600,0.183,0.146,0.245,0.202,0.261,0.208,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130-447,J0133-4430,C,01:33:00.863732,-44:30:43.56529,23.2535988833,-44.5121014694,0.37,0.68,-0.661,245,0.354,0.271,-1.0,-1.0,0.169,0.093,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130+456,J0133+4555,C,01:33:03.274545,+45:55:49.70499,23.2636439375,45.9304736083,0.21,0.24,-0.076,160,-1.0,-1.0,0.122,0.106,0.114,0.092,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131-522,J0133-5200,C,01:33:05.762492,-52:00:03.94535,23.2740103833,-52.0010959306,0.21,0.21,0.14,24193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130+416,J0133+4151,C,01:33:18.337757,+41:51:36.47930,23.3264073208,41.8601331389,2.79,3.08,-0.619,22,-1.0,-1.0,0.026,0.014,0.015,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0130+198,J0133+2006,C,01:33:37.712547,+20:06:00.47800,23.4071356125,20.1001327778,0.55,1.42,-0.276,36,-1.0,-1.0,0.11,0.027,0.082,0.007,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131+100,J0133+1019,C,01:33:38.973314,+10:19:44.10269,23.4123888083,10.3289174139,2.41,3.92,-0.649,14,-1.0,-1.0,0.015,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131-237,J0133-2332,C,01:33:55.508092,-23:32:15.48683,23.4812837167,-23.5376352306,1.03,3.21,0.043,28,-1.0,-1.0,0.07,-1.0,0.067,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131-165,J0134-1617,C,01:34:09.554554,-16:17:40.04721,23.5398106417,-16.2944575583,1.08,2.28,-0.499,38,-1.0,-1.0,0.057,0.047,0.038,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0131-001,J0134+0003,C,01:34:12.704175,+00:03:45.13867,23.5529340625,0.0625385194,0.14,0.3,-0.433,423,0.607,0.171,-1.0,-1.0,0.196,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0132-09B,J0134-093B,C,01:34:35.661517,-09:31:03.02071,23.6485896542,-9.5175057528,0.19,0.5,-0.153,301,0.188,0.083,-1.0,-1.0,0.214,0.054,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0132-097,J0134-093A,C,01:34:35.667083,-09:31:02.86289,23.6486128458,-9.5174619139,0.24,0.45,0.421,392,0.271,0.061,-1.0,-1.0,0.281,0.047,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
0132-09C,J0134-093C,C,01:34:35.674413,-09:31:02.89069,23.6486433875,-9.5174696361,0.96,1.59,0.634,109,0.229,0.11,-1.0,-1.0,0.226,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
